"NCT.Number","drugs"
"NCT00556374","Placebo | Denosumab | Non-steroidal aromatase inhibitor therapy"
"NCT02324374",""
"NCT01741636",""
"NCT00335504","oligofructose-enriched inulin | sulindac | placebo | atorvastatin calcium"
"NCT01836926",""
"NCT01196494",""
"NCT00537901","Bevacizumab"
"NCT01940237",""
"NCT00663819",""
"NCT01656746",""
"NCT01191684","modified vaccinia virus ankara vaccine expressing p53"
"NCT00101348","erlotinib hydrochloride | cetuximab | bevacizumab"
"NCT01006577",""
"NCT00423254","PSMA/PRAME | PSMA/PRAME"
"NCT01797770","polyethylene glycol"
"NCT00668161",""
"NCT01182116",""
"NCT02280811","Fludarabine | Cyclophosphamide | E6 TCR | Aldesleukin"
"NCT00712751",""
"NCT00973440",""
"NCT00250835",""
"NCT02907385",""
"NCT02488707",""
"NCT02598414",""
"NCT00973193","panitumumab"
"NCT01661829",""
"NCT00910143",""
"NCT00988936","[F-18]RGD-K5"
"NCT02751736",""
"NCT02017509",""
"NCT02849717",""
"NCT02591407",""
"NCT02550769",""
"NCT00467922","Hextend | Lactated Ringers"
"NCT01424293",""
"NCT00254683",""
"NCT00808743","Celecoxib | Ursodeoxycholic acid | Placebo"
"NCT01891552",""
"NCT01345175","Rifaximin | Placebo"
"NCT02514278","Neoadjuvant chemotherapy Folfirinox, 4 cycles | Capecitabine"
"NCT01187901","Erlotinib | Sulindac | Placebo A | Placebo B"
"NCT02279771",""
"NCT01995396",""
"NCT01980238",""
"NCT00782457",""
"NCT02701088","5Fluorouracile and Mitomycin-C"
"NCT02724397",""
"NCT00509444",""
"NCT01861678",""
"NCT02052921",""
"NCT00535652","Ertapenem"
"NCT02441153",""
"NCT02205307",""
"NCT02538913",""
"NCT01101672",""
"NCT01031056",""
"NCT01844908",""
"NCT00622557",""
"NCT02012023",""
"NCT01163526",""
"NCT01056913",""
"NCT01113736","AlloMEM™"
"NCT00226941","Oxaliplatin | Capecitabine | Cetuximab"
"NCT01127425",""
"NCT02231203","Omegaven | Placebo"
"NCT00635466",""
"NCT02585271",""
"NCT01987726",""
"NCT00585312","Celecoxib | Placebo"
"NCT02164149",""
"NCT01740648","trametinib | fluorouracil"
"NCT01236053","Gabapentin prescriptions"
"NCT01725321",""
"NCT01923987","Chemotherapy"
"NCT00774839",""
"NCT00354705",""
"NCT01149434","JI-101 | Everolimus"
"NCT02107105",""
"NCT01863420",""
"NCT02852915",""
"NCT00321685","Bevacizumab | Capecitabine | Fluorouracil | Leucovorin Calcium | Oxaliplatin"
"NCT01152164",""
"NCT01671891","capecitabineand oxaliplatin"
"NCT02579278",""
"NCT02445456","Sienna+ injection"
"NCT01181557",""
"NCT01775514",""
"NCT01477229",""
"NCT01339273",""
"NCT00031681","7-hydroxystaurosporine | irinotecan hydrochloride"
"NCT00826579",""
"NCT01313026",""
"NCT01567722",""
"NCT01045200",""
"NCT00510796",""
"NCT02575508","Fluorouracil | Irinotecan Hydrochloride | Oxaliplatin | pan FGFR Kinase Inhibitor BGJ398"
"NCT01292369",""
"NCT00842686","bevacizumab, capecitabine"
"NCT01648894",""
"NCT00579579",""
"NCT00087191","EF5 | motexafin lutetium"
"NCT02546973",""
"NCT02569645","Rosuvastatin"
"NCT00949273",""
"NCT00826800","FOLFOX and bevacizumab"
"NCT01023529",""
"NCT00996710",""
"NCT00579163",""
"NCT01585428","Fludarabine | Cycolphosphamide | Young TIL | Aldesleukin"
"NCT02858310","E7 TCR cells | pembrolizumab | aldesleukin | fludarabine | cyclophosphamide"
"NCT00019110","human papillomavirus 16 E7 peptide | synthetic human papillomavirus 16 E6 peptide"
"NCT01853059",""
"NCT01075399","[F 18]HX4"
"NCT02132858",""
"NCT00004547","Postoperative dwell with paclitaxel and 5-FU"
"NCT00576654","Irinotecan Hydrochloride | Veliparib"
"NCT02287727","Regorafenib"
"NCT02526953","Paclitaxel | Capecitabine | Capecitabine | Mitomycins | Mitomycins"
"NCT01379872",""
"NCT01005225",""
"NCT01483144","Eflornithine plus Sulindac | Eflornithine and Placebo | Sulindac and Placebo"
"NCT01133340",""
"NCT01164722",""
"NCT02172651","Vitamin D3"
"NCT02639403",""
"NCT00576563","FDG"
"NCT01444495",""
"NCT02163785",""
"NCT01637194","everolimus | cetuximab"
"NCT02724202","Curcumin | 5-flurorouracil"
"NCT02195141",""
"NCT01133132",""
"NCT00923520","dimethane sulfonate"
"NCT02834052","pembrolizumab | Poly-ICLC"
"NCT01671488","Advaxis"
"NCT01863862",""
"NCT02425059",""
"NCT00543842","Bevacizumab | Capecitabine | Erlotinib"
"NCT01226979",""
"NCT02865135","DPX-E7 vaccine | Cyclophosphamide"
"NCT01053923",""
"NCT02697084",""
"NCT00597610",""
"NCT02314182","Oxaliplatin/irinotecan + capecitabine, 5-FUI ± bevacizumab"
"NCT02718729",""
"NCT00256334","Resveratrol"
"NCT02113384",""
"NCT01249443","vorinostat | carboplatin | paclitaxel"
"NCT00303628","oxaliplatin | fluorouracil | leucovorin calcium | bevacizumab"
"NCT02363374","Induction Chemotherapy arm A | Chemotherapy arm B"
"NCT02560298","Capecitabine | Carboplatin | Cisplatin | Fluorouracil | Paclitaxel"
"NCT01379612",""
"NCT01197664","paricalcitol | fluorouracil"
"NCT00714077",""
"NCT01189877",""
"NCT01544452",""
"NCT01147965","AD5 CEA Vaccine"
"NCT02199236","concurrent capecitabine or 5-FU"
"NCT00182130",""
"NCT00294476","IVIG"
"NCT00745134","Curcumin | Placebo | Capecitabine"
"NCT00394602",""
"NCT02217020","FOLFOXIRI"
"NCT01816607",""
"NCT02437851",""
"NCT00324415","cetuximab | cisplatin | fluorouracil"
"NCT02735941",""
"NCT01835925",""
"NCT01323166",""
"NCT01609504",""
"NCT00808379","Chemoradiation"
"NCT01012362","Pazopanib | Ixabepilone"
"NCT01579721",""
"NCT01489332","intensified preoperative chemotherapy"
"NCT02614157",""
"NCT01187641",""
"NCT01621217","Cetuximab | Mitomycin C | 5-Fluoruracil"
"NCT00093379","Capecitabine | Oxaliplatin"
"NCT01775254",""
"NCT02673177",""
"NCT00423293","fluorouracil | mitomycin C"
"NCT01744340","Head and neck | Colon- Closed as of May 2014"
"NCT00025090","cisplatin | fluorouracil | mitomycin C"
"NCT01013805","Oxaliplatin | Fluorouracil | Leucovorin"
"NCT02293954","Cu 64 anti-CEA monoclonal antibody M5A IV"
"NCT02129218",""
"NCT01887509",""
"NCT02009631","Veliparib | Placebo"
"NCT01233505","veliparib | capecitabine | oxaliplatin"
"NCT02314871","Piritramide | Morphine"
"NCT01871571","bevacizumab | oxaliplatin | leucovorin calcium | fluorouracil"
"NCT02381561","Ropidoxuridine"
"NCT01308190","Capecitabine"
"NCT00003596","cisplatin | fluorouracil | mitomycin C"
"NCT01814969",""
"NCT02688712","LY2157299 | Capecitabine | Fluorouracil"
"NCT02140021",""
"NCT01386502","p53: 264-272 peptide | CT-011"
"NCT01097239",""
"NCT02017704","capecitabine and IMRT | FOLFOX6"
"NCT00068744","cisplatin | fluorouracil | mitomycin C"
"NCT02747862",""
"NCT00909558","Autologous Natural Killer / Natural Killer T Cell Immunotherapy"
"NCT02554448",""
"NCT02869152",""
"NCT00636948",""
"NCT00600496","AZD6244 | Dacarbazine | Erlotinib | Docetaxel | Temsirolimus"
"NCT01650428","Bevacizumab | Irinotecan | Oxaliplatin | 5-Fluorouracil"
"NCT02233374",""
"NCT02033551","Veliparib | Carboplatin | Paclitaxel | FOLFIRI"
"NCT02526836",""
"NCT01526486",""
"NCT01899118","Nimotuzumab | Oxaliplatin | Capecitabine"
"NCT02510378",""
"NCT00127036","XELOX | XELIRI | Bevacizumab"
"NCT02353858","Chemotherapy"
"NCT02129049",""
"NCT00176787","Capecitabine"
"NCT00052559","bevacizumab | fluorouracil"
"NCT01519817","GI-6301"
"NCT02905968",""
"NCT02252250",""
"NCT00190541",""
"NCT00066430",""
"NCT02665299",""
"NCT00963352",""
"NCT02728427",""
"NCT01675999",""
"NCT02438839",""
"NCT01525056",""
"NCT00896467",""
"NCT02664077","Regorafenib | Placebo"
"NCT02467582","Aspirin | Placebo"
"NCT01131234","Gamma-Secretase Inhibitor RO4929097 | Cediranib Maleate"
"NCT02448173","OncoVAX and Surgery"
"NCT02135419","imiquimod | fluorouracil"
"NCT02250053",""
"NCT02648386","NeuroRegen scaffold/BMMCs transplantation | NeuroRegen scaffold/HUC-MSCs transplantation"
"NCT02649647",""
"NCT01724775",""
"NCT01217450","selumetinib | cetuximab"
"NCT01207895",""
"NCT00427375",""
"NCT00904813",""
"NCT00789893",""
"NCT01643499","oxaliplatin | irinotecan hydrochloride | leucovorin calcium | fluorouracil"
"NCT01558921",""
"NCT01330186",""
"NCT00470951",""
"NCT01324141","Tempol | 5-Fluorouracil | Mitomycin-C"
"NCT01068483","BKM120"
"NCT00914537",""
"NCT00955240","cetuximab | cisplatin | fluorouracil"
"NCT01346280",""
"NCT02031939","Induction and gap chemotherapy"
"NCT02465593","PEP503 | 5-fluorouracil | capecitabine"
"NCT00036400","epoetin alfa"
"NCT02647398",""
"NCT00316888","cetuximab | cisplatin | fluorouracil"
"NCT00414232",""
"NCT01152710","Capecitabine"
"NCT02685046","Imatinib"
"NCT01157806",""
"NCT00506844","Cetuximab, Irinotecan, Capecitabine"
"NCT00506623","Capecitabine, Irinotecan"
"NCT00931203","Celecoxib"
"NCT02532803",""
"NCT02751606","ferumoxtran-10"
"NCT00590278","Tomudex"
"NCT01431599",""
"NCT02830633",""
"NCT00909987","Capecitabine | Oxaliplatin | Bevacizumab | Capecitabine during all Radiotherapy period"
"NCT01659424",""
"NCT00068692","capecitabine | fluorouracil | leucovorin calcium | irinotecan hydrochloride | oxaliplatin"
"NCT02112240","Endoscopic injection of 99mTc-sulfur colloid"
"NCT01985698",""
"NCT02127645",""
"NCT02439086",""
"NCT00393822","palifermin | placebo"
"NCT02603302",""
"NCT00587964",""
"NCT00003835","leucovorin calcium | fluorouracil | irinotecan hydrochloride"
"NCT02387307","rSIFN-co"
"NCT02873741",""
"NCT00079274","irinotecan hydrochloride | oxaliplatin | leucovorin calcium | fluorouracil | cetuximab | Locally Directed Therapy"
"NCT01772407",""
"NCT01092481","oxaliplatin"
"NCT00503932","Capecitabine"
"NCT00813540",""
"NCT02882269","Postoperative chemotherapy | Neoadjuvant chemotherapy"
"NCT00006094","oxaliplatin | fluorouracil"
"NCT02178644","Chemo with concomitant Capecitabine and KD018"
"NCT01129700",""
"NCT02765620",""
"NCT00030498","erlotinib hydrochloride"
"NCT01995591",""
"NCT02510118","mFOLFOX6 | XELOX | Placebo ChangTai Keli | ChangTai Keli"
"NCT00689702","cetuximab, capecitabine"
"NCT01745874",""
"NCT01843218",""
"NCT01876901",""
"NCT02723253","Tom-OX"
"NCT02586610","Pembrolizumab | Capecitabine"
"NCT02529007",""
"NCT00351572",""
"NCT01582750",""
"NCT00089362","alvespimycin hydrochloride"
"NCT00003652","cisplatin | fluorouracil"
"NCT02379039",""
"NCT00003486","antineoplaston A10 | antineoplaston AS2-1"
"NCT01481545","Oxaliplatin | Raltitrexed | levofolinic acid | 5-fluorouracil | Bevacizumab"
"NCT02785263",""
"NCT00052897","HspE7"
"NCT01995084","[F-18]HX4"
"NCT01952951","Capecitabine Oxaliplatin"
"NCT01296984",""
"NCT01273051","Capecitabine"
"NCT01245816","Eflornithine plus Sulindac | Eflornithine plus Placebo | Sulindac plus Placebo"
"NCT02537340",""
"NCT01158274","gamma-secretase/Notch signalling pathway inhibitor RO4929097 | capecitabine"
"NCT00379743",""
"NCT02900248",""
"NCT02236884",""
"NCT00963794",""
"NCT00122291","Capecitabine"
"NCT02292914",""
"NCT01865071",""
"NCT00994864","FOLFOX"
"NCT00969657",""
"NCT02051868","Cisplatin | 5-Fluorouracil | Carboplatin | Paclitaxel"
"NCT02686567",""
"NCT02533271",""
"NCT01347697",""
"NCT02665026",""
"NCT02437656","Metformin"
"NCT02270606","fluorouracil | oxaliplatin | leucovorin calcium"
"NCT02022852","Capecitabine | XELOX"
"NCT01294072",""
"NCT00091182","oxaliplatin"
"NCT00158886","Hycamtin"
"NCT00003799","fluorouracil | oxaliplatin | leucovorin calcium"
"NCT02312284",""
"NCT02887365","tegafur-uracil"
"NCT02036112",""
"NCT01064999","Oxaliplatin | Capecitabine"
"NCT00028496","recombinant fowlpox-CEA/TRICOM vaccine | sargramostim | recombinant fowlpox GM-CSF vaccine adjuvant"
"NCT01130233",""
"NCT02473094","Capecitabine | Metformin | Placebo"
"NCT01749956","Aflibercept | FOLFOX6"
"NCT01927497",""
"NCT02687009","Niclosamide"
"NCT00307736","5-fluorouracil | bevacizumab | erlotinib"
"NCT01861691",""
"NCT02887313","mFOLFOX6 with radiation"
"NCT02777437","XELOX or FOLFOX chemotherapy"
"NCT02466906","rhGM-CSF | placebo"
"NCT02008656","Oxaliplatin | 5-Fluorouracil | Leucovorin | Capecitabine"
"NCT01340508",""
"NCT00819559",""
"NCT00422864","oxaliplatin | fluorouracil | leucovorin"
"NCT01460641",""
"NCT01325961",""
"NCT00297791",""
"NCT00969046","EPO906"
"NCT00972881","cetuximab | capecitabine | irinotecan hydrochloride"
"NCT01586416",""
"NCT01043484","Bevacizumab + Capecitabine + Radiotherapy | Capecitabine + Radiotherapy"
"NCT00140894","MK0966; rofecoxib / Duration of Treatment: 24 weeks | Comparator: placebo / Duration of Treatment: 24 weeks"
"NCT02767986",""
"NCT01493206",""
"NCT01946139",""
"NCT01871363",""
"NCT02066259",""
"NCT01951521",""
"NCT00267787",""
"NCT01636674",""
"NCT01108107","Oxaliplatin | Capecitabine | Oxaliplatin | Capecitabine | Panitumumab"
"NCT01464918",""
"NCT02468362",""
"NCT01830582",""
"NCT00578396",""
"NCT02698293","Gliolan"
"NCT01554969","capecitabine + ganetespib"
"NCT01426074","Bevacizumab 5 mg/kg"
"NCT01437514",""
"NCT01268943","Capecitabine | Capecitabine | Capecitabine | Capecitabine"
"NCT02702089",""
"NCT01716949","5-Fluorouracil | Capecitabine | Oxaliplatin"
"NCT02288195","Oxaliplatin | capecitabine"
"NCT02873845",""
"NCT01042743",""
"NCT00687570","Laxabon®"
"NCT00807911","Adjuvant FL | Adjuvant FOLFOX"
"NCT01479894",""
"NCT02379520",""
"NCT01282502","Midostaurin"
"NCT02589483",""
"NCT01060501","Folinic Acid, interferon-alpha"
"NCT01333709","Induction trichemotherapy - FOLFIRINOX regimen"
"NCT00002968","edrecolomab"
"NCT02640586",""
"NCT00188292",""
"NCT01671683",""
"NCT00585728",""
"NCT02163187",""
"NCT00207831","Tegafur and Uracil"
"NCT02619942",""
"NCT00937482","cediranib maleate"
"NCT01999478",""
"NCT00719641",""
"NCT01237665","IXO regimen"
"NCT02651701",""
"NCT01717391",""
"NCT01148056",""
"NCT01423214",""
"NCT01656044",""
"NCT02641691","Oxaliplatin | Leucovorin | Fluorouracil"
"NCT00381173","Cyclophosphamide & ZYC300"
"NCT02694718","Capecitabine | Oxaliplatin"
"NCT01643070","Capecitabine, Oxaliplatin"
"NCT01212627","Ridaforolimus | Ridaforolimus"
"NCT01818973","Xeloda | Oxaliplatin | Bevacizumab"
"NCT00501306",""
"NCT02278653",""
"NCT01310972",""
"NCT01674309","FOLFORINOX"
"NCT01047969","Adjuvant Chemotherapy"
"NCT01211210","fluorouracil | fluorouracil, oxaliplatin | fluorouracil, oxaliplatin"
"NCT00651677",""
"NCT00375024",""
"NCT01460589",""
"NCT00648635",""
"NCT01115790","Prexasertib"
"NCT02774512","Nilotinib"
"NCT00532987",""
"NCT00654342",""
"NCT00554892",""
"NCT01048580","Perifosine + Capecitabine"
"NCT02745639","XELOX"
"NCT01628250",""
"NCT01269229","folfox"
"NCT01500993","Capecitabine | 5-FU"
"NCT01975064","Propofol | Sevoflurane"
"NCT00575640","Hydralazine"
"NCT01806675",""
"NCT00457327",""
"NCT02113202","Bevacizumab-IRDye800CW"
"NCT02399631",""
"NCT02277158","Chemoradiotherapy"
"NCT00249301","MLN8054"
"NCT01882660","Decitabine"
"NCT02861430",""
"NCT01941641","neoadjuvant FOLFOXIRI | Capecitabine"
"NCT00967148","Tinzaparin"
"NCT01257035",""
"NCT02753465",""
"NCT02792842","ART-123 | ART-123 | Placebo"
"NCT01972737","Ad5-hGCC-PADRE vaccine"
"NCT01872104",""
"NCT01196000",""
"NCT01914068",""
"NCT01186081",""
"NCT02280070","S-1 | L-OHP | L-OHP | l-LV | 5-FU"
"NCT00952926",""
"NCT02408861","Ipilimumab | Nivolumab"
"NCT00964457","cetuximab"
"NCT02843191","Chemotherapy"
"NCT00254436","Procrit"
"NCT02165800",""
"NCT02550743","BYL719 | Capecitabine"
"NCT00001805","Rituximab"
"NCT02704520","Capecitabine | Oxaliplatin | 5-fluorouracil | Folinic Acid"
"NCT02682589",""
"NCT02164136",""
"NCT02151019",""
"NCT01804790","mFolfirinox | Capecitabine | mFolfox6 or capecitabine"
"NCT00597311",""
"NCT01918527","Capecitabine | Oxaliplatin"
"NCT02546596",""
"NCT01436617",""
"NCT00004074","recombinant interleukin-12 | ABI-007/carboplatin/trastuzumab"
"NCT02727153",""
"NCT02301338",""
"NCT02572141","Perioperative chemotherapy with mFOLFOX6 or CAPOX regimens | Postoperative chemotherapy with mFOLFOX6 or CAPOX regimens"
"NCT01589419","veliparib | capecitabine"
"NCT00107679",""
"NCT00979680",""
"NCT01347645","FOLFIRI | E7820"
"NCT00795301","Capecitabine, Cetuximab, Oxaliplatin"
"NCT02551471",""
"NCT01613469","5FU/Leucovorin"
"NCT01421940","Placebo drug | Udenafil"
"NCT02528175","Chemotherapy"
"NCT00263029","Oxaliplatin | Capecitabine"
"NCT00275210","Oxaliplatin"
"NCT00607282","Udenafil"
"NCT02157246",""
"NCT01209325","quadrivalent human papillomavirus recombinant vaccine"
"NCT02374931",""
"NCT02656134",""
"NCT01846520",""
"NCT02498353",""
"NCT02314169","Nivolumab"
"NCT00572143",""
"NCT02291744","XELOX"
"NCT00581815",""
"NCT02340949","Aflibercept | 5-Fluoruracil | Oxaliplatin | Leucovorin"
"NCT02130492",""
"NCT01941966","Capecitabine | Mitomycins"
"NCT01721785","Gadofosveset trisodium"
"NCT02629315",""
"NCT01461525",""
"NCT02148731",""
"NCT00531297",""
"NCT00096278","oxaliplatin | leucovorin calcium | fluorouracil | bevacizumab"
"NCT00654212",""
"NCT01171300",""
"NCT02488577",""
"NCT00330915","pemetrexed"
"NCT00693173",""
"NCT02466113",""
"NCT01376453","Sorafenib | 5-Fluorouracil"
"NCT02431676","Metformin"
"NCT02774447",""
"NCT00147550","PD-0325901"
"NCT00394615",""
"NCT01325649",""
"NCT01528683",""
"NCT00137878","TNFerade™"
"NCT00910494",""
"NCT02584985",""
"NCT01091558",""
"NCT00202111",""
"NCT02268006","Capecitabine"
"NCT01459328",""
"NCT02140723",""
"NCT01095432",""
"NCT01261962",""
"NCT00387842",""
"NCT00215956","topotecan"
"NCT00956241",""
"NCT01937780",""
"NCT00640913",""
"NCT02309931",""
"NCT01216189",""
"NCT01216202",""
"NCT00939666",""
"NCT02233595",""
"NCT01766661",""
"NCT00319007","Sulindac | VSL#3 | Inulin"
"NCT00937248",""
"NCT01376505","HER-2 vaccine"
"NCT00419978",""
"NCT01584544","capecitabine | Capecitabine | Capecitabine | Capecitabine | Capecitabine"
"NCT01160926","AZD6244 | Cediranib"
"NCT00494611","Peri operative Cetuximab."
"NCT00770991","Black raspberry Slurry | Black Raspberry Suppositories | Black Raspberry Placebo Slurry"
"NCT00955591",""
"NCT00550589","cidofovir"
"NCT02421432",""
"NCT00004931","leucovorin calcium | fluorouracil | oxaliplatin"
"NCT02567942","propofol group | sevoflurane group"
"NCT00527111","Cetuximab | 5-fluorouracil"
"NCT00835055",""
"NCT02167321","Arm A : standard neoadjuvant chemoradiotherapy group | Arm B : adjuvant FOLFOX group"
"NCT00411112",""
"NCT00847119","Bevacizumab | capecitabine"
"NCT02290574",""
"NCT02812628",""
"NCT01340755",""
"NCT02311803",""
"NCT01326065",""
"NCT00000764","Isotretinoin | Interferon alfa-2a"
"NCT02572362",""
"NCT01859442",""
"NCT01142713",""
"NCT00701012",""
"NCT02423226","Systemic chemotherapy"
"NCT01125111",""
"NCT00671996","Mangafodipir | Placebo treatment"
"NCT01407107","nitroglycerin"
"NCT02625272",""
"NCT00403624","OXALIPLATIN"
"NCT00628147",""
"NCT02730702",""
"NCT02526134",""
"NCT00220051","Oxaliplatin, Capecitabine"
"NCT02512263",""
"NCT01585727",""
"NCT00195585","Isovorin | UFT"
"NCT01271192",""
"NCT01831245",""
"NCT02228668",""
"NCT02161822","simvastatin"
"NCT01274962","FOLFOX"
"NCT00799474",""
"NCT02576184",""
"NCT02145416",""
"NCT02153853",""
"NCT02484040","Two-week course of radiation"
"NCT00867464",""
"NCT01104181",""
"NCT00232453",""
"NCT01403883",""
"NCT01401309",""
"NCT01257360","Panitumumab"
"NCT01717014",""
"NCT00399009",""
"NCT02190656",""
"NCT02112162",""
"NCT02519140","Cook Medical EMR Gel"
"NCT00428285",""
"NCT00263055","oxaliplatin"
"NCT02401100",""
"NCT01653301","XELAC RT | XELOX RT"
"NCT02630056",""
"NCT01320267",""
"NCT01497457",""
"NCT02399813","ADXS11-001"
"NCT01751516",""
"NCT02407561",""
"NCT01126346",""
"NCT01604564",""
"NCT00510692","Eicosapentanoic Acid | Placebo"
"NCT00151476","Celecoxib"
"NCT00134758","Ursodeoxycholic acid | Placebo"
"NCT02784262","botox injection Multiguide"
"NCT02734849","AK001 low dose | AK001 high dose | Placebo"
"NCT02562924","Budesonide | Normal saline sinus rinse | Prednisone | nasal saline spray"
"NCT01946711","Budesonide | Budesonide"
"NCT01624662","fluticasone propionate | fluticasone propionate"
"NCT01622569","fluticasone propionate | fluticasone propionate"
"NCT01393340","Omalizumab | Placebo"
"NCT01197612","pulmicort"
"NCT00480298","Administration of oral methylprednisolone"
"NCT01977053",""
"NCT00220181",""
"NCT02816879",""
"NCT00271986",""
"NCT00353457","Capecitabine, Oxaliplatin and Cetuximab"
"NCT01979029",""
"NCT01269216","5-FU with leucovorin | TS-1 with Irinotecan"
"NCT02857608","Lymphoseek"
"NCT02406118",""
"NCT02592304",""
"NCT01285778","panitumumab, mytomicin C, 5-FU, radiation"
"NCT02817126",""
"NCT00855946",""
"NCT02177084",""
"NCT01073384","SGX201"
"NCT01476631",""
"NCT02503111",""
"NCT01458353",""
"NCT00259363","Oxaliplatin"
"NCT01910974",""
"NCT02216149","S-1 | Capecitabine"
"NCT01560377",""
"NCT02635087",""
"NCT01382745","Nimotuzumab"
"NCT01060007","Oxaliplatin | Leucovorin | 5-FU | Capecitabine"
"NCT00302094",""
"NCT02532478",""
"NCT01609231","Dalotuzumab | Irinotecan | Cetuximab"
"NCT02435758",""
"NCT00421824","Oxaliplatin, capecitabine | Oxaliplatin, capecitabine"
"NCT00568425",""
"NCT02724306",""
"NCT00000611","hormone replacement therapy | estrogens | progestins | estrogen replacement therapy | calcium | vitamin D"
"NCT01203969",""
"NCT02605265","Capecitabine | Irinotecan | Oxaliplatin"
"NCT02162641",""
"NCT00189657",""
"NCT01472601",""
"NCT01134601","Capecitabine | AZD6244"
"NCT02627729",""
"NCT00469339",""
"NCT01877135",""
"NCT02682485","Cipro, metronidazole, neomycin combo | Saline"
"NCT00606983","Tamsulosin"
"NCT02836977","tegafur-uracil"
"NCT01395667",""
"NCT01287637",""
"NCT00938210",""
"NCT01589471","intra-rectal Botulinum toxin A injection"
"NCT01127867",""
"NCT01366118","Therapeutic target tailored chemotherapy"
"NCT00975247",""
"NCT02626728",""
"NCT01488045","Fentanyl | Propofol | Midazolam"
"NCT01807546","rigosertib"
"NCT00580073","FOLFOX4 | Cetuximab"
"NCT01302613","Capecitabine | 5-FU | Leucovorin | Oxaliplatin"
"NCT01941979","5-FU, Capecitabine, Oxaliplatin, Leucovorin."
"NCT02320123",""
"NCT00827580","Eniluracil | Capecitabine"
"NCT01586117","Amifostine"
"NCT00682786","5FU | Irinotecan"
"NCT01344330",""
"NCT01408407",""
"NCT01438645",""
"NCT01480128",""
"NCT01579591",""
"NCT01706809",""
"NCT02770911",""
"NCT00895388",""
"NCT00280332",""
"NCT00849394",""
"NCT00515853",""
"NCT01554059","Bevacizumab | Oxaliplatin | 5-FU"
"NCT01146769",""
"NCT01211132",""
"NCT00533975",""
"NCT00894725",""
"NCT02371655","Faecal Tagging | Bowel cleansing"
"NCT01572428",""
"NCT01023984",""
"NCT01581840","radiochemotherapy | Panitumumab"
"NCT01702116",""
"NCT00622440","AIJP | Placebo"
"NCT02308631",""
"NCT02665741",""
"NCT01725490","metformin"
"NCT02384005",""
"NCT00174616","Oxaliplatin, capecitabine, radiotherapy"
"NCT02402842","Docetaxel, Cisplatin and 5-Fluorouracil"
"NCT00922688","Dipeptide Alanyl-Glutamine | Placebo | Dipeptide Alanyl-Glutamine"
"NCT00278694","Oxaliplatin and 5-FU based preoperative chemoradiation | Chemoradiation"
"NCT01033682",""
"NCT01634685","Bavituximab | Capecitabine"
"NCT02378337",""
"NCT02000050","FOLFOX4"
"NCT02565667",""
"NCT01930942",""
"NCT01552226",""
"NCT00867724",""
"NCT01648504",""
"NCT00959738",""
"NCT01651949","9vHPV Vaccine"
"NCT00549276",""
"NCT02669992",""
"NCT02117674",""
"NCT02340065",""
"NCT02890758","Natural Killer Cells | ALT803"
"NCT00534131",""
"NCT01384097",""
"NCT00730808",""
"NCT01843452","PANITUMUMAB | MITOMYCIN | CAPECITABINE"
"NCT02752360",""
"NCT00666107","Gardasil"
"NCT02609451",""
"NCT02266849","Loperamide | Placebo"
"NCT02046278",""
"NCT01999634",""
"NCT01790230",""
"NCT01786694",""
"NCT01670851",""
"NCT00427492","Magnesia | Placebo"
"NCT01373021","Fentanyl | Dexmedetomidine"
"NCT01227239","S-1 | Oxaliplatin"
"NCT00557713","bevacizumab"
"NCT01699399",""
"NCT01535326",""
"NCT00832299","FOLFOX"
"NCT00535041","Chemotherapy, radiation therapy & surgery"
"NCT02385552",""
"NCT01959087",""
"NCT00643682",""
"NCT01619696",""
"NCT02551237","Capecitabine"
"NCT02369939","Mitomycin C | 5-Fluorouracil"
"NCT02319304","FOLFOX {5-fluorouracil, leucovorin, and oxaliplatin}"
"NCT01396928",""
"NCT01173250",""
"NCT01002287",""
"NCT01767870",""
"NCT02908451","AbGn-107"
"NCT01191632",""
"NCT01460134","CDX-1127 | CDX-1127 | CDX-1127"
"NCT02886104",""
"NCT01048216",""
"NCT01255007",""
"NCT01696994",""
"NCT00942292",""
"NCT01471756",""
"NCT02461550",""
"NCT02399995",""
"NCT01765790","Anti-Macrophage Migration Inhibitory Factor Antibody | Anti-Macrophage Migration Inhibitory Factor Antibody"
"NCT01880554",""
"NCT00557557","Drug: 5-FU | Drug: Oxaliplatin"
"NCT02879370",""
"NCT02284802",""
"NCT01683357",""
"NCT02820194",""
"NCT00508872","5-Fluorouracil | Bevacizumab | Leucovorin | Oxaliplatin"
"NCT01271959",""
"NCT01799044",""
"NCT02268825","MK-3475"
"NCT01696968",""
"NCT00002540",""
"NCT02730104",""
"NCT01447732","CEP-37250/KHK2804"
"NCT00168155","perioperative chemotherapy"
"NCT01457599",""
"NCT00339495",""
"NCT02349958",""
"NCT00994903","Simvastatin | Placebo"
"NCT00720785","NK cells +CliniMACs CD3 and CD56 systems"
"NCT02756780",""
"NCT02599324","ibrutinib | everolimus | docetaxel | paclitaxel | cetuximab"
"NCT01114256",""
"NCT02331641",""
"NCT00292708","Cefmetazole"
"NCT02834013","Ipilimumab | Nivolumab"
"NCT02238938",""
"NCT00849979",""
"NCT01405391","PM01183"
"NCT02638909","ceritinib"
"NCT00797251",""
"NCT00555295",""
"NCT02391207",""
"NCT02143869",""
"NCT02642185",""
