"drug.name","targets","pathways"
"Clobazam  |  1-phenyl-5-methyl-8-chloro-1,2,4,5-tetrahydro-2,4-dioxo-3H-1,5-benzodiazepine | 7-Chloro-1-methyl-5-phenyl-1,5-dihydro-benzo[b][1,4]diazepine-2,4-dione | Clobazam | Clobazamum","GABRA1 | GABRA2 | GABRA3 | GABRA4 | GABRA5 | GABRA6 | GABRB1 | GABRB2 | GABRB3 | GABRD | GABRE | GABRG1 | GABRG2 | GABRG3 | GABRP | GABRQ",""
"Minoxidil  |  2,4-Diamino-6-piperidinopyrimidine 3-oxide | 6-Piperidin-1-ylpyrimidine-2,4-diamine 3-oxide | Alostil | Apo-gain | Loniten | Lonolox | Minossidile | Minoxidil | Minoxidilum | Minoximen | Normoxidil | Regaine | Rogaine | Tricoxidil","PTGS1 | KCNJ1",""
"Megestrol acetate  |  17-Acetoxy-6-methylpregna-4,6-diene-3,20-dione | 17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione 17-acetate | 17alpha-Acetoxy-6-dehydro-6-methylprogesterone | 17alpha-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate | 17α-Acetoxy-6-dehydro-6-methylprogesterone | 17α-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate | 6-Dehydro-6-methyl-17alpha-acetoxyprogesterone | 6-Dehydro-6-methyl-17α-acetoxyprogesterone | 6-Methyl-17alpha-acetoxypregna-4,6-diene-3,20-dione | 6-Methyl-17alpha-hydroxy-delta(sup 6)-progesterone acetate | 6-Methyl-17α-acetoxypregna-4,6-diene-3,20-dione | 6-Methyl-17α-hydroxy-delta(sup 6)-progesterone acetate | 6-Methyl-6-dehydro-17alpha-acetoxyprogesterone | 6-Methyl-6-dehydro-17α-acetoxyprogesterone | 6-Methyl-delta(sup 4,6)-pregnadien-17alpha-ol-3,20-dione acetate | 6-Methyl-delta(sup 4,6)-pregnadien-17α-ol-3,20-dione acetate | 6-Methyl-delta(sup 6)-dehydro-17alpha-acetoxyprogesterone | 6-Methyl-delta(sup 6)-dehydro-17α-acetoxyprogesterone | Magestin | Maygace | Megace | Megeron | Megestat | Megestil | Megestin | MGA | Niagestin | Ovaban | Ovarid | Volidan","PGR | NR3C1",""
"Methylergometrine  |  9,10-Didehydro-N-[1-(hydroxymethyl)-propyl]-D-lysergamide | D-lysergic acid 1-butanolamide | Ergotyl | Methergine | Methylergobasin | Methylergometrin | Méthylergométrine | Methylergometrine | Methylergometrinum | Methylergonovine | Metilergometrina","DRD1",""
"Buclizine  |  1-(P-Tert-butylbenzyl)-4-(4-chloro-alpha-phenylbenzyl)piperazine | Buclizina | Buclizine | Buclizinum","CHRM1 | HRH1",""
"Aztreonam  |  (Z,)-2-((((2-Amino-4-thiazolyl)(((2S,3S,)-2-methyl-4-oxo-1-sulfo-3-azetidinyl)carbamoyl)methylene)amino)oxy)-2-methylpropionic acid | 2-({[(1Z)-1-(2-amino-1,3-thiazol-4-yl) -2- {[(2S,3S)-2-methyl-4-oxo-1-sulfoazetidin-3-yl]amino} -2- oxoethylidene]amino}oxy)-2-methylpropanoic acid | Azactam | Aztreonam | Aztréonam | Aztreonamum | Primbactam","pbpC | ampC",""
"Chlorzoxazone  |  2-hydroxy-5-chlorobenzoxazole | 5-chloro-2-Benzoxazolinone | 5-chloro-2-Benzoxazolol | 5-chloro-2-Benzoxazolone | 5-chloro-2-Hydroxybenzoxazole | 5-chloro-2(3H)-benzoxazolone | 5-chloro-3H-benzooxazol-2-one | 5-Chlorobenzoxazolidone | 5-chlorobenzoxazolin-2-one | Chlorzoxane | Chlorzoxazon | Chlorzoxazona | Chlorzoxazone | Chlorzoxazonum | Clorzoxazona | Clorzoxazone","KCNMA1",""
"Aminoglutethimide  |  2-(p-Aminophenyl)-2-ethylglutarimide | 3-Ethyl-3-(P-aminophenyl)-2,6-dioxopiperidine | alpha-(P-Aminophenyl)-alpha-ethylglutarimide | Aminoglutethimid | Aminoglutéthimide | Aminoglutethimide | Aminoglutethimidum | Aminoglutetimida | Aminoglutetimide | Dl-Aminoglutethimide | Elipten | P-Aminoglutethimide","CYP19A1 | CYP11A1",""
"Mefloquine  |  [(R*,S*)-2,8-bis(trifluoromethyl)quinolin-4-yl]-(2-piperidyl)methanol | alpha-2-Piperidinyl-2,8-bis(trifluoromethyl)-4-quinolinemethanol | Mefloquin | Mefloquina | Méfloquine | Mefloquine | Mefloquinum","HBA1 | ADORA2A",""
"Sulfadiazine  |  2-sulfanilamidopyrimidine | 2-sulfanilylaminopyrimidine | 4-amino-N-2-pyrimidinylbenzenesulfonamide | N(1)-2-Pyrimidinylsulfanilamide | N(1)-2-Pyrimidylsulfanilamide | N1-2-pyrimidinylsulfanilamide | N1-2-pyrimidylsulfanilamide | Sulfadiazina | Sulfadiazine | Sulfadiazinum | Sulfapyrimidine | Sulphadiazine","",""
"Sapropterin  |  2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone | 5,6,7,8 tetrahydrobiopterin | 5,6,7,8-tetrahydrobiopterin | 6R-5,6,7,8-tetrahydrobiopterin | 6R-BH4 | 6R-L-5,6,7,8-tetrahydrobiopterin | L-erythro-tetrahydrobiopterin | R-THBP | Tetrahydrobiopterin","TPH1 | NOS3 | TH | PAH",""
"Vinorelbine  |  5'-Noranhydrovinblastine | Nor-5'-anhydrovinblastine | Vinorelbin | Vinorelbina | Vinorelbine | Vinorelbinum","TUBB",""
"Anidulafungin  |  (4R,5R)-4,5-Dihydroxy-N²-[[4''-(pentyloxy)-p-terphenyl-4-yl]carbonyl]-L-ornithyl-L-threonyl-trans-4-hydroxy-L-prolyl-(S)-4-hydroxy-4(p-hydroxyphenyl)-L-threonyl-L-threonyl-(3S,4S)-3-hydroxy-4-methyl-L-proline cyclic (6->1)-peptide | Anidulafungin | Anidulafungina | Anidulafungine | Anidulafunginum | Eraxis | N-[(3S,6S,9S,11R,15S,18S,20R,21R,24S,25S,26S)-6-[(1S,2R)-1,2-dihydroxy-2-(4-hydroxyphenyl)ethyl]-11,20,21,25-tetrahydroxy-3,15-bis[(1R)-1-hydroxyethyl]-26-methyl-2,5,8,14,17,23-hexaoxo-1,4,7,13,16,22-hexaazatricyclo[22.3.0.09,13]heptacosan-18-yl]- 4-{4-[4-(pentyloxy)phenyl]phenyl}benzamide | V-Echinocandin","fksA",""
"Clozapine  |  Clozapin | Clozapina | Clozapine | Clozapinum","DRD1 | CHRM3 | CHRM1 | HRH4 | CHRM5 | ADRA2A | HTR1A | HTR3A | ADRA2C | DRD4 | CHRM4 | HRH1 | HTR2A | HTR1E | ADRA1A | HTR2C | CHRM2 | ADRA2B | ADRA1B | DRD3 | HTR7 | HTR1D | CALY | DRD2 | HTR1B | HTR6",""
"Sucralfate  |  Hexadeca-μ-hydroxytetracosahydroxy[μ8-[1,3,4,6-tetra-O-sulfo-β-Dfructofuranosyl-α-D-glucopyranoside tetrakis(hydrogen sulfato)8-)]]hexadecaaluminum | Sucralfat | Sucralfate | Sucralfato | Sucralfatum","FGA | EGF | FGF2 | FGB | FGG",""
"Grepafloxacin  |  NA","gyrA | parC",""
"Doxylamine  |  2-(alpha-(2-(Dimethylamino)ethoxy)-alpha-methylbenzyl)pyridine | 2-Dimethylaminoethoxyphenylmethyl-2-picoline | Dossilamina | Doxilamina | Doxilminio | Doxylaminum | N,N-Dimethyl-2-(1-phenyl-1-(2-pyridinyl)ethoxy)ethanamine | Phenyl-2-pyridylmethyl-beta-N,N-dimethylaminoethyl ether","CHRM1 | HRH1",""
"Levonorgestrel  |  (-)-13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one | (8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy- 1,2,6,7,8,9,10,11,12,13,14,15,16, 17- tetradecahydrocyclopenta[a] phenanthren-3-one | 13-beta-Ethyl-17alpha-ethynyl-17beta-hydroxygon-4-en-3-one | 13-Ethyl-17-alpha-ethynyl-17-beta-hydroxy-4-gonen-3-one | 13-Ethyl-17-alpha-ethynylgon-4-en-17-beta-ol-3-one | 17-alpha-Ethinyl-13-beta-ethyl-17-beta-hydroxy-4-estren-3-one | 17-alpha-Ethynyl-13-ethyl-19-nortestosterone | 17-Ethynyl-18-methyl-19-nortestosterone | 17alpha-Ethynyl-13beta-ethyl-3-oxo-4-estren-17beta-ol | 17alpha-Ethynyl-17-hydroxy-18-methylestr-4-en-3-one | 17alpha-Ethynyl-18-homo-19-nortestosterone | 18-Methyl-17-alpha-ethynyl-19-nortestosterone | 18-Methylnorethisterone | d(-)-Norgestrel | Jadelle | Levonelle | Levonorgestrel | Lévonorgestrel | Levonorgestrelum | Levonova | Microlut | Microluton | Microval | Mirena | NorLevo | Plan b | Postinor","ESR1 | AR | SRD5A1 | PGR",""
"Norepinephrine  |  (-)-Arterenol | (-)-Noradrenaline | (-)-Norepinephrine | (R)-(-)-Norepinephrine | (R)-4-(2-amino-1-Hydroxyethyl)-1,2-benzenediol | (R)-Norepinephrine | 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol | Arterenol | L-noradrenaline | L-Norepinephrine | Nor-adrenaline | Noradrenaline | Norepinefrina | Norepinephrine | Norepinephrinum","SLC18A2 | ADRB1 | ADRA2A | ADRA2C | ADRA1A | ADRA2B | ADRA1B | ADRB2 | ADRA1D | PAH | ADRB3 | SLC18A1",""
"Cidofovir  |  ({[(S)-1-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3-hydroxypropan-2-yl]oxy}methyl)phosphonic acid | (S)-(3-(4-amino-2-Oxopyrimidin-1(2H)-yl)-1-hydroxypropan-2-yloxy)methylphosphonic acid | (S)-1-(3-Hydroxy-2-phosphonomethoxypropyl)cytosine | (S)-1-[3-Hydroxy-2-(phosphonomethoxy)propyl]cytosine | (S)-1-[3-Hydroxy-2-(phosphonylmethoxy)propyl]cytosine | (S)-HPMPC | [(S)-2-(4-Amino-2-oxo-2H-pyrimidin-1-yl)-1-hydroxymethyl-ethoxymethyl]-phosphonic acid | [[(S)-2-(4-amino-2-oxo-1(2H)-pyrimidinyl)-1-(hydroxymethyl)ethoxy]methyl]phosphonic acid  | 1-(S)-[3-Hydroxy-2-(phosphonomethoxy)propyl]cytosine | 1-[(S)-3-Hydroxy-2-(phosphonomethoxy)propyl]cytosine | CDV | Cidofovir | Cidofovir anhydrous | Cidofovirum","UL54",""
"Mirtazapine  |  1,2,3,4,10,14b-Hexahydro-2-methylpyrazino(2,1-a)pyrido(2,3-c)benzazepine | 6-Azamianserin | Mepirzapine | Mirtazapin | Mirtazapina | Mirtazapine | Mirtazapinum","ADRB1 | ADRA2A | HTR3A | ADRA2C | HTR2B | HRH1 | HTR2A | SLC6A2 | ADRA1A | HTR2C | DRD3 | OPRK1 | SLC6A3 | HTR7 | ADRB2 | SLC6A4 | DRD2 | HRH3 | ADRA1A | ADRA1B | ADRA1D | DRD1 | DRD5",""
"Meprobamate  |  Equanil | Meprobamat | Meprobamato | Meprobamatum | Meprobamic acid | Miltown","GABRA2 | GABRA5 | GABRA4 | GABRA3 | GABRA6 | GABRA1 | GABRA1 | GABRA2 | GABRA3 | GABRA4 | GABRA5 | GABRA6 | GABRB1 | GABRB2 | GABRB3 | GABRD | GABRE | GABRG1 | GABRG2 | GABRG3 | GABRP | GABRQ",""
"Thiethylperazine  |  2-(ethylthio)-10-[3-(4-methylpiperazin-1-yl)propyl]-10H-phenothiazine | Norzine | Thiethylperazin | Thiéthylpérazine | Thiethylperazine | Thiethylperazinum | Tietilperazina","DRD1 | DRD4 | DRD2",""
"Timolol  |  (S)-1-(tert-butylamino)-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propan-2-ol | Timolol | Timolol anhydrous | Timololo | Timololum","ADRB1 | ADRB2 | E",""
"Treprostinil  |  (1R,2R,3aS,9aS)-[[2,3,3a,4,9,9a-hexahydro-2-hydroxy- 1-[(3S)-3-hydroxyoctyl]-1H-benz[f]inden-5-yl] oxy]acetic acid | [[(1R,2R,3aS,9aS)-2-Hydroxy-1-[(3S)-3-hydroxyoctyl]-2,3,3a,4,9,9a-hexahydro-1H-cyclopenta[b]naphtalen-5-yl]oxy]acetic acid | Treprostinil | Treprostinilo | Treprostinilum | Uniprost","P2RY12 | PTGIR | PPARD",""
"Trihexyphenidyl  |  (RS)-1-cyclohexyl-1-phenyl-3-(1-piperidyl)propan-1-ol | Apo-trihex | Benzhexol Hydrochloride | Trihexifenidilo | Trihexyphenidyl | Trihexyphénidyle | Trihexyphenidylum","CHRM3 | CHRM1 | CHRM5 | CHRM4 | CHRM2",""
"Palonosetron  |  (3aS)-2-[(3S)-1-azabicyclo[2.2.2]oct-3-yl]-2,3,3a, 4,5,6-hexahydro-1H-benz[de]isoquinolin-1-one | (3aS)-2,3,3a,4,5,6-hexahydro-2-[(3S)-3-quinuclidinyl]-1H-benz[de]isoquinolin-1-one | Palonosetron | Palonosétron | Palonosetrón | Palonosetronum","HTR3A",""
"Dydrogesterone  |  (9β,10α)-pregna-4,6-diene-3,20-dione | 10alpha-Isopregnenone | 6-Dehydro-retro-progesterone | 9β,10α-pregna-4,6-diene-3,20-dione | delta(6)-Retroprogesterone | delta(Sup 6)-retroprogesterone | Didrogesterona | Didrogesterone | Dydrogesterona | Dydrogestérone  | Dydrogesterone | Dydrogesteronum | Gestatron | Hydrogesterone | Hydrogestrone | Isopregnenone | Retro-6-dehydroprogesterone","PGR",""
"Mexiletine  |  (+-)-1-(2,6-Dimethylphenoxy)propan-2-amine | (2RS)-1-(2,6-dimethylphenoxy)-2-aminopropane | 1-(2,6-Dimethylphenoxy)-2-propanamine | 1-(2',6'-Dimethylphenoxy)-2-aminopropane | 1-Methyl-2-(2,6-xylyloxy)ethanamine | Mexiletina | Mexilétine | Mexiletinum","SCN5A | AHR",""
"Dexrazoxane  |  (+)-(S)-4,4'-Propylenedi-2,6-piperazinedione | (+)-1,2-Bis(3,5-dioxo-1-piperazinyl)propane | 4-[(2S)-2-(3,5-dioxopiperazin-1-yl)propyl]piperazine-2,6-dione | Dexrazoxan | Dexrazoxane | Dexrazoxano | Dexrazoxanum | Dextrorazoxane","TOP2A | TOP2B",""
"Amlodipine  |  (RS)-3-ethyl 5-methyl 2-[(2-aminoethoxy)methyl]-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate | 3-Ethyl 5-methylester, (±)-2-[(2-aminoethoxy)methyl]-4-(o-chlorophenyl)-1,4-dihydro-6-methyl-3,5-pyridinedicarboxylate | 3-Ethyl-5-methyl (+-)-2-(2-aminoethoxymethyl)-4-(O-chlorophenyl)-1,4-dihydro-6-methyl-3,5-pyridinedicarboxylate | Amlodipine | Amlodipine free base | Amlodipino | Amlodipinum","CA1 | CACNA1C | CACNA2D1 | SMPD1 | CACNA1B | CACNB2 | CACNA1S | CACNA1D | CACNA2D3 | CACNB1",""
"Tacrine  |  1,2,3,4-tetrahydroacridin-9-amine | Tacrin | Tacrine | Tacrinum | Tetrahydroaminacrine | Tetrahydroaminoacridine | THA","ACHE | BCHE",""
"Oxyphencyclimine  |  Oxifencicliminum | Oxyphencyclimine | Oxyphencycliminum","CHRM3 | CHRM1 | CHRM2",""
"Triamterene  |  6-phenylpteridine-2,4,7-triamine | Dyrenium | Teridin | Triamteren | Triamtérène | Triamterene | Triamtereno | Triamterenum","SCNN1B | SCNN1A | SCNN1D | SCNN1G",""
"Valrubicin  |  (8S, 10S)-8-glycoloyl-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-10-[[2,3,6-trideoxy-3-(2,2,2-trifluoroacetamido)-α-L-lyxo-hexopyranosyl]oxy]-5,12-naphthacenedione 8²-valerate  | 2-oxo-2-[(2S,4S)-2,5,12-trihydroxy-7-methoxy-6,11-dioxo-4-({2,3,6-trideoxy-3-[(trifluoroacetyl)amino]hexopyranosyl}oxy)-1,2,3,4,6,11-hexahydrotetracen-2-yl]ethyl pentanoate | Valrubicin | Valrubicina | Valrubicine | Valrubicinum | Valstar","TOP2A",""
"Alseroxylon  |  Alseroxylon | Egalin | Rau-Tab | Rautensin | Rauwiloid","SLC18A2",""
"Procyclidine  |  1-cyclohexyl-1-phenyl-3-pyrrolidin-1-yl-propan-1-ol hydrochloride | 1-Cyclohexyl-1-phenyl-3-pyrrolidino-1-propanol | Prociclidina | Procyclidin | Procyclidine | Procyclidinum | Tricyclamol","CHRM3 | CHRM1 | CHRM4 | CHRM2",""
"Phenylephrine  |  (-)-m-Hydroxy-alpha-(methylaminomethyl)benzyl alcohol | (-)-m-Hydroxy-α-(methylaminomethyl)benzyl alcohol | Benzenemethanol, 3-hydroxy-.alpha.-[(methylamino)methyl]-, (R)- | Benzenemethanol, 3-hydroxy-alpha-((methylamino)methyl)-, (R)- | Benzyl alcohol, m-hydroxy-alpha-((methylamino)methyl)-, (-)- | Fenilefrina | l-(3-Hydroxyphenyl)-N-methylethanolamine | Phenylephrine | Phenylephrinum | R(-)-Phenylephrine","ADRA1A | ADRA1B | ADRA1D",""
"Carbimazole  |  1H-Imidazole-1-carboxylic acid, 2,3-dihydro-3-methyl-2-thioxo-, ethyl ester  Ethyl 3-methyl-2-thioimidazoline-1-carboxylate | Athyromazole | Carbethoxymethimazole | Carbimazol | Carbimazolo | Carbimazolum | Carbinazole | Ethyl 3-methyl-2-thioimidazoline-1-carboxylate | Thyrostat","TPO",""
"Digoxin  |  12beta-Hydroxydigitoxin | 12β-hydroxydigitoxin | 4-[(3S,5R,8R,9S,10S,12R,13S,14S)-3-[(2S,4S,5R,6R)-5-[(2S,4S,5R,6R)-5-[(2S,4S,5R,6R)-4,5-dihydroxy-6-methyl-oxan-2-yl]oxy-4-hydroxy-6-methyl-oxan-2-yl]oxy-4-hydroxy-6-methyl-oxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-5H-furan-2-one | Digazolan | Digossina | Digoxin | Digoxina | Digoxine | Digoxinum | Lanadicor","ATP1A1",""
"Sulpiride  |  (+-)-Sulpiride | 5-(Aminosulfonyl)-N-((1-ethyl-2-pyrrolidinyl)methyl)-2-methoxybenzamide | Levosulpirida | Levosulpiride | Levosulpiridum | N-((1-Ethyl-2-pyrrolidinyl)methyl)-2-methoxy-5-sulfamoylbenzamide | N-((1-Ethyl-2-pyrrolidinyl)methyl)-5-sulfamoyl-O-anisamide | Sulpirid | Sulpirida | Sulpiridum | Sulpyrid","DRD3 | DRD2",""
"Ethopropazine  |  10-(2-Diethylaminopropyl)phenothiazine | 10-[2-(Diethylamino)-1-propyl]phenothiazine | 10-[2-(Diethylamino)-2-methylethyl]phenothiazine | 10-[2-(Diethylamino)propyl]phenothiazine | 2-Diethylamino-1-propyl-N-dibenzoparathiazine | Ethopropazine | N,N-Diethyl-1-(10H-phenothiazin-10-yl)-2-propanamine | N,N-Diethyl-alpha-methyl-10H-phenothiazine-10-ethanamine | Profenamina | Profenamine | Profenaminum","CHRM1 | CHRM2 | GRIN3A",""
"Nimodipine  |  2,6-Dimethyl-4-(3'-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylic acid 3-beta-methoxyethyl ester 5-isopropyl ester | BAY e 9736 | Isopropyl 2-methoxyethyl 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-pyridinedicarboxylate | Isopropyl 2-methoxyethyl 1,4-dihydro-2,6-dimethyl-4-(m-nitrophenyl)-3,5-pyridinedicarboxylate | Nimodipine | Nimodipino | Nimodipinum | Nimotop | Periplum","CACNB1 | CACNA1C | NR3C2 | CACNB2 | CACNA1S | CACNB4 | CACNA1F | CACNB3 | CACNA1D | AHR",""
"Beclomethasone dipropionate  |  (11beta,16beta)-9-chloro-11-Hydroxy-16-methyl-17,21-bis(1-oxopropoxy)pregna-1,4-diene-3,20-dione | 9-chloro-11beta-Hydroxy-16beta-methylpregna-1,4-diene-3,20-dione 17,21-dipropionate | 9-chloro-11β,17,21-trihydroxy-16β-methylpregna-1,4-diene-3,20-dione | 9-chloro-16beta-Methyl-11beta,17,21-trihydroxypregna-1,4-diene-3,20-dione 17,21-dipropionate | 9α-chloro-16β-methylprednisolone | Beclometasone | Beclometasone 17,21-dipropionate | Beclometasone dipropionate | Beclomethasone dipropionate","NR3C1",""
"Progesterone  |  (S)-4-Pregnene-3,20-dione | (S)-Pregn-4-en-3,20-dione | (S)-Progesterone | 17alpha-Progesterone | 17α-progesterone | 4-Pregnene-3,20-dione | Agolutin | Akrolutin | Corpus Luteum Hormone | Crinone | delta(4)-Pregnene-3,20-dione | Gelbkoerperhormon | Luteohormone | Lutogynon | Pregn-4-ene-3,20-dione | Progesteron | Progesterona | Progestérone | Progesterone | Progesteronum","ESR1 | CYP17A1 | PGR | OPRK1 | NR3C2",""
"Phenylpropanolamine  |  2-amino-1-phenylpropan-1-ol | Fenilpropanolamina | Norephedrin | Norephedrine | Phenylpropanolamin | Phénylpropanolamine | Phenylpropanolaminum | PPA | β-hydroxyamphetamine","DRD1 | ADRB1 | ADRA2A | ADRA1A | ADRB2",""
"Sorafenib  |  4-(4-((((4-Chloro-3-(trifluoromethyl)phenyl)amino)carbonyl)amino)phenoxy)-N-methyl-2-pyridinecarboxamide | N-(4-Chloro-3-(trifluoromethyl)phenyl)-n'-(4-(2-(N-methylcarbamoyl)-4-pyridyloxy)phenyl)urea | Sorafenibum","FLT4 | FLT1 | RAF1 | FLT3 | PDGFRB | KDR | KIT | BRAF | FGFR1 | RET","RTK signaling | other | ERK MAPK signaling | ERK MAPK signaling | ERK MAPK signaling | ERK MAPK signaling | ERK MAPK signaling"
"Zoledronic acid  |  (1-hydroxy-2-(1H-imidazol-1-yl)ethylidene)bisphosphonic acid | (1-hydroxy-2-imidazol-1-ylethylidene)diphosphonic acid | Anhydrous Zoledronic Acid | Zol | Zoledronate | Zoledronic Acid Anhydrous | Zoledronic Acid, Anhydrous","FDPS | GGPS1",""
"Griseofulvin  |  (+)-griseofulvin | Amudane | Curling factor | Fulcin | Fulvicin | Grifulvin | Grisactin | Griseofulvin | Griseofulvin, microcrystalline | Griseofulvin, ultramicrosize | Griseofulvina | Griseofulvine | Griseofulvinum | Grisovin | Grysio | Lamoryl | Likuden | Poncyl | Spirofulvin | Sporostatin","TUB2 | TUB1 | KRT12",""
"Nisoldipine  |  isobutyl methyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate | Nisoldipin | Nisoldipina | Nisoldipine | Nisoldipino | Nisoldipinum | Sular","CACNA1C | CACNA2D1 | CACNB2 | CACNA1S | CACNA1D",""
"Eszopiclone  |  (+)-(5S)-6-(5-Chloropyridin-2-yl)-7-oxo-6,7-dihydro-5H-pyrrolo(3,4-b)pyrazin-5-yl 4-methylpiperazine-1-carboxylate | (+)-(5S)-6-(5-chloropyridin-2-yl)-7-oxo-6,7-dihydro-5H-pyrrolo[3,4-b]pyrazin-5-yl-4-methylpiperazine-1-carboxylate | (+)-Zopiclone | (S)-6-(5-Chloro-2-pyridinyl)- 7-oxo- 6,7-dihydro- 5H-pyrrolo[3,4-b]pyrazin-5-yl- 4-methyl- 1-piperazinecarboxylate | (S)-Zopiclone | 1-Piperazinecarobxylic acid,4-methyl-,(5S)-6-(5-chloro-2-pyridinyl)-6,7-dihydro-7-oxo-5H-pyrrolo[3,4-b]pyrazin-5-yl ester | Esopiclone | Estorra | Eszopiclone","GABRA2 | GABRA5 | GABRA3 | TSPO | GABRA1 | GABRA1 | GABRA2 | GABRA3 | GABRA4 | GABRA5 | GABRA6 | GABRB1 | GABRB2 | GABRB3 | GABRD | GABRE | GABRG1 | GABRG2 | GABRG3 | GABRP | GABRQ",""
"Ceruletide  |  Caerulein | Cerulein | Ceruletida | Ceruletidum","CCKAR",""
"Alprazolam  |  8-Chloro-1-methyl-6-phenyl-4H-S-triazolo(4,3-a)(1,4)benzodiazepine | Alprazolam | Xanax","GABRA1 | GABRA2 | GABRA3 | GABRA4 | GABRA5 | GABRA6 | GABRB1 | GABRB2 | GABRB3 | GABRD | GABRE | GABRG1 | GABRG2 | GABRG3 | GABRP | GABRQ",""
"Dexbrompheniramine  |  (+)-Brompheniraminum | (+)-parabromdylamine | (R)-3-(4-Bromophenyl)-3-(2-pyridyl)propyldimethylamine | (S)-(+)-Brompheniramine | (S)-Brompheniramine | 3-(4-bromophenyl)- N,N-dimethyl- 3-pyridin-2-yl-propan-1-amine | D-Brompheniramine | Desbrofeniramina | Dexbromfeniramina | Dexbrompheniramin | Dexbromphéniramine | Dexbrompheniraminum | Parabromodylamine","HRH1",""
"Ardeparin  |  Ardeparin sodium","SERPINC1 | SERPIND1",""
"Loxapine  |  2-Chloro-11-(4-methyl-1-piperazinyl)dibenz[b,f][1,4]oxazepine | Cloxazepine | Loxapina | Loxapine | Loxapinum | oxilapine","DRD1 | CHRM3 | CHRM1 | HRH2 | DRD5 | HRH4 | ADRB1 | CHRM5 | ADRA2A | HTR1A | HTR3A | ADRA2C | DRD4 | CHRM4 | HRH1 | HTR2A | HTR1E | SLC6A2 | ADRA1A | HTR2C | CHRM2 | ADRA2B | ADRA1B | DRD3 | SLC6A3 | HTR7 | HTR1D | SLC6A4 | DRD2 | HTR1B | HTR6 | HTR5A | DRD1 | DRD5",""
"Remoxipride  |  a-33547 | FLA-731 | Remoxiprida | Remoxipride | Remoxipridum | Romoxipride | Roxiam","SIGMAR1 | DRD4 | HTR2A | DRD3 | DRD2",""
"Mupirocin  |  9-[(E)-4-[(2S,3R,4R,5S)-3,4-dihydroxy-5-[[(2S,3S)-3- [(2S,3S)-3-hydroxybutan-2-yl]oxiran-2-yl]methyl] oxan-2-yl]-3-methylbut-2-enoyl]oxynonanoic acid | Bactroban | Centany | Mupirocina | Mupirocine | Mupirocinum | Pseudomonic acid | Pseudomonic acid a","ileS",""
"Carbachol  |  (2-Carbamoyloxyethyl)trimethylammonium chloride | (2-Hydroxyethyl)trimethyl ammonium chloride carbamate | (2-Hydroxyethyl)trimethylammonium chloride carbamate | 2-((Aminocarbonyl)oxy)-N,N,N-trimethylethanaminium chloride | 2-((Aminocarbonyl)oxy)-N,N,N-trimethylethanaminum chloride | Carbachol chloride | Carbacholum | Carbacol | Carbamylcholine | Choline carbamate chloride | Choline chloride, carbamate | Choline chlorine carbamate | Karbachol | Karbamoylcholin chlorid","CHRM1 | CHRM2 | CHRNA2",""
"Rosiglitazone  |  (±)-5-[p-[2-(methyl-2-pyridylamino)ethoxy]benzyl]-2,4-thiazolidinedione | (RS)-5-{4-[2-(Methyl-2-pyridylamino)ethoxy]benzyl}-2,4-thiazolidinedion | Rosiglitazon | Rosiglitazona | Rosiglitazone | Rosiglitazonum","PPARG | ACSL4",""
"Pramipexole  |  (-)-Pramipexole | (S)-N  6-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine | 2,6-Benzothiazolediamine, 4,5,6,7-tetrahydro-N(sup 6)-propyl-, (S)- | Pramipexol | Pramipexole | Pramipexolum","DRD1 | DRD5 | ADRA2A | HTR1A | ADRA2C | DRD4 | HTR2B | HTR2A | HTR2C | ADRA2B | DRD3 | HTR1D | DRD2 | HTR1B",""
"Acetohexamide  |  1-((p-Acetylphenyl)sulfonyl)-3-cyclohexylurea | 1-[(4-acetylbenzene)sulfonyl]-3-cyclohexylurea 4-acetyl-N-(cyclohexylcarbamoyl)benzenesulfonamide | Acetohexamid | Acetohexamida | Acétohexamide | Acetohexamide | Acetohexamidum | N-(p-Acetylphenylsulfonyl)-N'-cyclohexylurea","KCNJ1",""
